"","id","age","gender","training_condition","outcome","money_won","time_elapsed","strategy","know_ug","ug_strategy"
"50","id0049",44,"male","control",3,0.15,310259,"by looking at the amount involved","Question not asked","Question not asked"
"51","id0050",48,"female","control",3,0.15,482844,"I accepted all because either you get something or nothing at all","Question not asked","Question not asked"
"52","id0051",24,"Male","training_receiver_self",5,0.25,486747,"The amount","Question not asked","Question not asked"
"53","id0052",21,"Female","training_receiver_self",6,0.3,1671432,"No","Question not asked","Question not asked"
"54","id0053",27,"Male","control",4,0.2,940398,"No","Question not asked","Question not asked"
"55","id0054",24,"Male","control",0,0,1246822,"Fairness","Question not asked","Question not asked"
"56","id0055",40,"Male","training_receiver_self",5,0.25,508338,"I tried to not accept anything less than $4","Question not asked","Question not asked"
"57","id0056",49,"female","control",3,0.15,354894,"I thought about fairness.  Did I get some money?  or did the opponent take all the money to an extreme - those ones I rejected as the opponent was being just a jerk.","Question not asked","Question not asked"
"58","id0057",19,"Male","control",1,0.05,986678,"No","Question not asked","Question not asked"
"59","id0058",31,"f","training_receiver_self",0,0,478132,"reject all ","Question not asked","Question not asked"
"60","id0059",60,"Female","training_receiver_self",2,0.1,605452,"My primary strategy was to evaluate the fairness of the offer. If the proposed split was reasonably balanced or beneficial to me, I would accept it, aiming for a positive outcome rather than receiving nothing.","Question not asked","Question not asked"
"61","id0060",24,"Female","control",3,0.15,1134473,"No","Question not asked","Question not asked"
"62","id0061",30,"female","control",3,0.15,301020,"I didnt want any less tha $3","Question not asked","Question not asked"
"63","id0062",52,"male","control",0,0,335789,"i refuse to accept less money than someone else, i would rather get nothing","Question not asked","Question not asked"
"64","id0063",32,"female","training_receiver_self",4,0.2,490665,"accepted a win of $4 or more","Question not asked","Question not asked"
"65","id0064",54,"Male","control",5,0.25,715839,"no","Question not asked","Question not asked"
"66","id0065",25,"Male","control",3,0.15,476836,"It was free money in my eyes, I generally didn't mind not accepting money because I didn't put forth any to split 10 of. ","Question not asked","Question not asked"
"67","id0066",27,"female","control",0,0,754825,"even amount for both sides","Question not asked","Question not asked"
"68","id0067",20,"female","training_receiver_self",0,0,589354,"Slightly because I feel that it's better for each offer to somewhat equal. So when there were ones close in range, I accepted. However, if there was a fair difference between the two numbers, I rejected.","Question not asked","Question not asked"
"69","id0068",53,"Male","control",1,0.05,593155,"I didn't want to be cheated","Question not asked","Question not asked"
"70","id0069",29,"Female","control",0,0,322509,"Accept if the offer was not rude. ","Question not asked","Question not asked"
"71","id0070",36,"Female","control",5,0.25,453454,"I was not willing to accept anything less than $3","Question not asked","Question not asked"
"72","id0071",69,"Male","control",2,0.1,491890,"I accepted when I got more or equal","Question not asked","Question not asked"
"73","id0072",27,"Male","control",4,0.2,339595,"A 7/3 split was the lowest I would accept.","Question not asked","Question not asked"
"74","id0073",44,"female","control",3,0.15,464228,"Unless I was offered 0 I accepted","Question not asked","Question not asked"
"75","id0074",24,"male","training_receiver_self",5,0.25,557825,"f to accept and j reject","Question not asked","Question not asked"
"76","id0075",51,"female","control",5,0.25,307607,"At first I considered just accepting everything because some is better than none, but in the end I went with what I thought was fair/equitable.","Question not asked","Question not asked"
"77","id0076",41,"female","control",3,0.15,314744,"I accepted all offers, as even $1 was better than nothing. ","Question not asked","Question not asked"
"78","id0077",24,"male","training_receiver_self",4,0.2,479934,"no","Question not asked","Question not asked"
"79","id0078",42,"Male","training_receiver_self",5,0.25,516940,"I rejected any offer less than 3","Question not asked","Question not asked"
"80","id0079",42,"female","control",0,0,428616,"I was going to choose to accept anything as its better than nothing but then changed it at the last second and of course it got me.","Question not asked","Question not asked"
"81","id0080",34,"female","control",0,0,297905,"i had to make more or the same","Question not asked","Question not asked"
"82","id0081",50,"female","training_receiver_self",5,0.25,683778,"I would not take 0 or 1.  3 and above was an accept","Question not asked","Question not asked"
"83","id0082",35,"male","control",5,0.25,287207,"no","Question not asked","Question not asked"
"84","id0083",39,"f","control",0,0,346799,"Why does AI need the money? ","Question not asked","Question not asked"
"85","id0084",54,"Female","training_receiver_self",3,0.15,545087,"I accepted all money. I only would have rejected $0.","Question not asked","Question not asked"
"86","id0085",41,"male","control",0,0,453069,"if AI opponent, i want bigger share. if human, i can be flexible","Question not asked","Question not asked"
"87","id0086",37,"male","control",5,0.25,303897,"I accepted everything.","Question not asked","Question not asked"
"88","id0087",30,"Female ","training_receiver_self",4,0.2,543066,"Yes, I wanted to keep at least 30% of the money given, therefore I wasnâ€™t accepting offers which I would receive less than $3.","Question not asked","Question not asked"
"89","id0088",42,"female","training_receiver_self",5,0.25,501451,"I wanted it to feel fair but didn't want to lose all money either.","Question not asked","Question not asked"
"90","id0090",21,"Female","control",4,0.2,377056,"I accepted any offers that were better or the same as a $7-$3 split.","Question not asked","Question not asked"
"91","id0091",35,"Male","training_receiver_self",6,0.3,438236,"I wanted at least 40% of the total. I didn't accept lower offers because I hoped this would train the future AI to make offers of 40% or more to me which would also maximize it's earnings.","Question not asked","Question not asked"
"92","id0092",39,"male","control",6,0.3,785911,"                                            no","Question not asked","Question not asked"
"93","id0093",55,"female","training_receiver_self",2,0.1,666080,"i accepted some smaller offers thnking Some cash would be tetter than nothing.","Question not asked","Question not asked"
"94","id0094",31,"female","control",1,0.05,374843,"n/a","Question not asked","Question not asked"
"95","id0095",34,"Female","control",5,0.25,359600,"decisions were based on whether the opponent was AI or not","Question not asked","Question not asked"
"96","id0096",40,"male","training_receiver_self",6,0.3,588070,"i tried to be fair about balance to be shared. i wouldnt accept if ai or person offered to give me much more.","Question not asked","Question not asked"
"97","id0097",25,"Female","control",5,0.25,470220,"always accept AI because its automated and they wont actually get money. Decline participates who tried to take majority so we both get nothing. ","Question not asked","Question not asked"
"98","id0098",18,"female","training_receiver_self",6,0.3,708965,"If it was fair or if they offered more money for me","Question not asked","Question not asked"
"99","id0099",27,"male","control",3,0.15,285768,"I feel like I was more likely to accept a humans low offer because I couldn't conceptualize how AI would use the money","Question not asked","Question not asked"
"100","id0100",30,"Male","control",6,0.3,266091,"Not really","Question not asked","Question not asked"
"101","id0101",34,"male","control",6,0.3,625675,"none","Question not asked","Question not asked"
"102","id0102",32,"Male","training_receiver_self",0,0,447346,"I wanted to get at least more than 1 dollar.","Question not asked","Question not asked"
"103","id0103",75,"male","training_receiver_self",6,0.3,459257,"EASY -- SOMETHING'S BETTER THAN NOTHING.","Question not asked","Question not asked"
"104","id0104",49,"Female","control",5,0.25,548239,"Yes, I tried to make sure that at least no more than a $3 difference would be exceeded for each offer.","Question not asked","Question not asked"
"105","id0105",34,"male","training_receiver_self",3,0.15,442534,"accept most offers to train the Ai to be more lenient for the next time","Question not asked","Question not asked"
"106","id0107",78,"male","control",5,0.25,418827,"i selected mainly the 50/50 split","Question not asked","Question not asked"
"107","id0108",28,"Female","control",0,0,321862,"I picked a minimum offer I'd accept and held to it","Question not asked","Question not asked"
"108","id0109",38,"MALE","training_receiver_self",3,0.15,637537,"EQUALITY","Question not asked","Question not asked"
"109","id0110",27,"Nonbinary","control",0,0,334940,"If I was offered below $3, I did not take it.  If I was offered below $4 from the AI, I did not take it.","Question not asked","Question not asked"
"110","id0111",33,"Female","training_receiver_self",3,0.15,711138," ","Question not asked","Question not asked"
"111","id0112",22,"MALE","control",4,0.2,634639,"YES. I CHOOSE ACCEPT WHEN I'M TO RECEIVE AT LEAST 35% OF THE TOTAL AMOUNT BEING SHARED","Question not asked","Question not asked"
"112","id0113",47,"female","training_receiver_self",0,0,518257,"no and i kept thinking we would get nothing and we did","Question not asked","Question not asked"
"113","id0114",26,"f","training_receiver_self",0,0,499839,"if AI was making more money than me auto reject because its a robot. if it was a human i would reject if they made significantly more than me cause thats not fair. but if it was close like $6 and $4 its still money and not much of a difference, or if it was split evenly down the middle whether AI or human, accept cause thats the most fair split","Question not asked","Question not asked"
"114","id0115",22,"Male","training_receiver_self",0,0,533556,"I mainly wanted to accept most offers that at least earned me and another participant some extra money. I am okay with them earning more for themselves. If I get just a little extra, then it is still something extra.","Question not asked","Question not asked"
"115","id0116",46,"female","training_receiver_self",0,0,416180,"only tried to accept $4 and up","Question not asked","Question not asked"
"116","id0117",52,"MALE","control",0,0,383495,"IF THE DIFFERENCE IS BIG","Question not asked","Question not asked"
"117","id0118",23,"female","training_receiver_self",0,0,477978,"more likely to accept humans' offer towards the end regardless due to them possibly needing it for something more important  ","Question not asked","Question not asked"
"118","id0119",22,"Male","control",4,0.2,458055,"I would accept no less than 4 until I got to many 4 offers then I would accept no less than 5 to heighten my chances for more money.","Question not asked","Question not asked"
"119","id0120",22,"Male","training_receiver_self",0,0,737553,"Never let a human get away with more money than me. With the AI, I accept $4 or more.","Question not asked","Question not asked"
"120","id0121",72,"Male","training_receiver_self",0,0,500207,"My strategy was to accept all offers where the money I received was higher than the other entity and to accept $4 in the other case. I know I made several key errors early in the trials.","Question not asked","Question not asked"
"121","id0122",57,"Male","control",1,0.05,556047,"Yes to try split the difference I rejected some that were benifical to me","Question not asked","Question not asked"
"122","id0123",58,"Male","training_receiver_self",6,0.3,381650,"I tried to accept anything where I can $4 or more","Question not asked","Question not asked"
"123","id0124",21,"Male","training_receiver_self",3,0.15,582903,"Get atleast $3 if its a real person","Question not asked","Question not asked"
"124","id0125",32,"Female","control",6,0.3,357478,"I rejected offers that were under 3 $s","Question not asked","Question not asked"
"125","id0126",40,"Male","training_receiver_self",4,0.2,372398,"I had no say in the offers, so I accepted anything where I got a bonus to avoid getting nothing at all.","Question not asked","Question not asked"
"126","id0127",33,"female","control",0,0,425841,"I accepted offers where I received equal or more money and rejected ones where I received less. ","Question not asked","Question not asked"
"127","id0128",43,"female","training_receiver_self",5,0.25,537374,"I used the instruction given in the study.","Question not asked","Question not asked"
"128","id0129",40,"male","control",3,0.15,532806,"No","Question not asked","Question not asked"
"129","id0130",19,"Male","control",6,0.3,487572,"I would not accept an offer where I would be getting less than $4","Question not asked","Question not asked"
"130","id0131",30,"female","training_receiver_self",0,0,376310,"No","Question not asked","Question not asked"
"131","id0132",41,"female","control",6,0.3,365036,"I rejected any offer in which I received less than $3","Question not asked","Question not asked"
"132","id0133",26,"Male","training_receiver_self",6,0.3,363343,"I accepted any offer that got me more than 2$","Question not asked","Question not asked"
"133","id0134",28,"Male","control",4,0.2,322275,"Accept any offer where I got $3 or more","Question not asked","Question not asked"
"134","id0135",31,"female","training_receiver_self",4,0.2,562805,"Generally accepted no less than 4. Occasionally accepted 3.","Question not asked","Question not asked"
"135","id0136",58,"female","training_receiver_self",6,0.3,655704,"Not really. I just thought that something was better than nothing, but I was also only willing to go as low as $3 when I was presented with an unfair offer.","Question not asked","Question not asked"
"136","id0137",50,"Male","control",0,0,1297043,"I only accepted a fair deal or better","Question not asked","Question not asked"
"137","id0138",25,"Female","control",0,0,348635,"No strategies","Question not asked","Question not asked"
"138","id0139",55,"female","control",0,0,351045,"If I was going to get at least $4 I generally accepted the offer from a person. And I think I usually accepted all offers from AI unless I was just going to get $1","Question not asked","Question not asked"
"139","id0140",39,"F","control",6,0.3,376737,"I didn't accept any offers under $5","Question not asked","Question not asked"
"140","id0141",51,"female","control",6,0.3,343254,"If it was reasonable, I accepted.","Question not asked","Question not asked"
"141","id0142",34,"male","training_receiver_self",5,0.25,415805,"I generally was willing to accept most offers that allowed me to receive more than $1.  It seemed there was no benefit to rejecting offers, as we both lost out on money if I rejected, even if it felt unfair.","Question not asked","Question not asked"
"142","id0143",47,"female","training_receiver_self",4,0.2,535258,"No, just a person who thinks having some is better than not having none.","Question not asked","Question not asked"
"143","id0144",32,"Male","training_receiver_self",5,0.25,412362,"Accept all or else I get nothing","Question not asked","Question not asked"
"144","id0145",48,"Male","control",5,0.25,331522,"If I didn't accept the offer, then I would get zero.","Question not asked","Question not asked"
"145","id0146",41,"Male","training_receiver_self",6,0.3,674862,"Yes","Question not asked","Question not asked"
"146","id0147",31,"Male","control",0,0,849272,"Yes i did have a strategy. i wanted the money to be  shared equally or 60- 40","Question not asked","Question not asked"
"147","id0148",37,"Male","control",0,0,567062,"No","Question not asked","Question not asked"
"148","id0149",28,"Male","control",6,0.3,336018,"no","Question not asked","Question not asked"
"149","id0150",38,"man","training_receiver_self",6,0.3,749790,"The strategy is we both don't have to lose. If I'm not getting 0, then I will accept the offer.","Question not asked","Question not asked"
"150","id0151",53,"male","training_receiver_self",4,0.2,598798,"the strategy is just simple. I use the 60% or 40% to judge whether is a good deal","Question not asked","Question not asked"
"151","id0152",54,"female","control",4,0.2,672753,"I was accepting the three dollars and above offered to me.","Question not asked","Question not asked"
"152","id0153",33,"F","training_receiver_self",0,0,394259,"I mostly accepted because even a 1 dollar offer is more than the 0 dollars I end up with by rejecting.","Question not asked","Question not asked"
"153","id0154",23,"Female","control",3,0.15,341273,"I would accept all offers except one where i would get $0 and the other person would get $10 because that would not be fair","Question not asked","Question not asked"
"154","id0155",29,"Male","control",5,0.25,407210,"I needed at least $4","Question not asked","Question not asked"
"155","id0156",47,"female","training_receiver_self",3,0.15,687137,"Accept all offers","Question not asked","Question not asked"
"156","id0157",30,"Female","control",2,0.1,644539,"My strategy was to accept 100% of offers because regardless I would earn some money if I accepted them. If I declined an offer then I'd be earning nothing. So the way my opponent chose to spit the money had no bearing on my choice","Question not asked","Question not asked"
"157","id0158",24,"Woman","training_receiver_self",0,0,462661,"I pretty much rejected any offer where I would recieve $3 or less.","Question not asked","Question not asked"
"158","id0160",26,"Male","control",6,0.3,466897,"I accepted every offer since its better than nothing","Question not asked","Question not asked"
"159","id0161",30,"Female","control",4,0.2,384584,"Usually if the offer was $3 or more I was willing to take it, AI or human.","Question not asked","Question not asked"
"160","id0162",34,"male","training_receiver_self",6,0.3,1531428,"As a prerequisite, I was not entirely sure of the instructions, and more importantly, the quoted offer. I assumed the quoted offers to be from my partner's perspective. I was not sure if the randomly selected offer would result in a $0 bonus (if I rejected it). That being said, my strategy prioritized maximizing my possible bonus, obviously. I started by just thinking I would select high offers like $7  for me, but hedged shortly after getting started to selecting offers that were $4 . I did this because I did not want to have a $0 bonus if the random offer selected was one I rejected from being too selective.","Question not asked","Question not asked"
"161","id0163",53,"Female","control",6,0.3,525035,"I tried to accept the offers mostly from the real person, versus the AI. I felt like sharing more with the person.","Question not asked","Question not asked"
"162","id0164",25,"Male","training_receiver_self",0,0,430421,"To be even","Question not asked","Question not asked"
"163","id0165",43,"Male","training_receiver_self",0,0,423310,"Equality or close to was my strat. Greed is a human failing we need to overcome.","Question not asked","Question not asked"
"164","id0166",35,"Male","control",0,0,325198,"Anything where I earned $4 or more I accepted. I reazlized partway through that it makes no sense to reject an AI offer since only I stand to lose money, but I did for a couple anyway. ","Question not asked","Question not asked"
"165","id0167",66,"Female","control",6,0.3,414007,"I accepted everything. A dollar is better than nothing","Question not asked","Question not asked"
"166","id0168",45,"f","training_receiver_self",0,0,491633,"amoutn of $ offered","Question not asked","Question not asked"
"167","id0169",36,"female","training_receiver_self",0,0,428418,"if they seemed like fair offers","Question not asked","Question not asked"
"168","id0170",47,"female","training_receiver_self",2,0.1,615522,"no","Question not asked","Question not asked"
"169","id0171",28,"Male","training_receiver_self",0,0,670011,"equity,knowing what to accept and what not,taking only what is either good for both of us or better for me","Question not asked","Question not asked"
"170","id0172",46,"Male","training_receiver_self",5,0.25,454882,"Fairness","Question not asked","Question not asked"
"171","id0173",33,"Male","control",0,0,226690,"I only accepted if it was over $4","Question not asked","Question not asked"
"172","id0174",49,"f","control",2,0.1,544779,"yes. You stated that if I reject an offer that no one earns any money. I would rather someone earn something then nothing even if I am the one that receives nothing. I do not recall you saying that it was accumulative, meaning that each offer was tied to the one before but that is how it actually appears now. If so, then the participant should have written all of the numbers down. ","Question not asked","Question not asked"
"173","id0175",55,"female","training_receiver_self",6,0.3,541786,"The least I would accept was $4.","Question not asked","Question not asked"
"174","id0176",70,"female","training_receiver_self",0,0,536811,"Offer had to be fair","Question not asked","Question not asked"
"175","id0177",63,"Female","control",0,0,349155,"If I didn't get at least 4 dollars I rejected it.  A bad strategy.","Question not asked","Question not asked"
"176","id0178",26,"Male","training_receiver_self",4,0.2,1206367,"I wasn't exactly sure what the objective was, but I inferred it was to make sure I had more money pooled than everyone else as a total, so I tried to only accept deals that would put me ahead or keep me ahead.","Question not asked","Question not asked"
"177","id0179",34,"Male","training_receiver_self",0,0,520454,"no","Question not asked","Question not asked"
"178","id0180",21,"male","control",0,0,492189,"I accepted the fair and the higher offers","Question not asked","Question not asked"
"179","id0181",66,"male","training_receiver_self",0,0,438472,"accept anything over $2","Question not asked","Question not asked"
"180","id0182",35,"Male","control",5,0.25,432126,"My first thought was that any offer that is better than zero dollars is worth accepting. If I rejected an offer, but that was the randomly selected one, then I would get nothing. Something is of course better than nothing.","Question not asked","Question not asked"
"181","id0183",52,"female","training_receiver_self",4,0.2,474298,"I took all offers that were 60/40 or 50/50","Question not asked","Question not asked"
"182","id0185",59,"MALE","training_receiver_self",0,0,766025,"YES, I USED THE DIFFERENCE OF THE NEGOTIATION , IF THE AMOUNT AM GETTING IS FAR LOWER THAN THE NEGOTIATION AMOUNT I REJECT THEM","Question not asked","Question not asked"
"183","id0186",32,"female","control",0,0,320458,"yes. never accept anything that gives the other person more","Question not asked","Question not asked"
"184","id0187",29,"female","control",0,0,327818,"no","Question not asked","Question not asked"
"185","id0188",50,"man","training_receiver_self",0,0,391644,"none","Question not asked","Question not asked"
"186","id0189",31,"female","control",6,0.3,408267,"I did not really have any strategies, I figured getting some money instead of none would be better","Question not asked","Question not asked"
"187","id0190",39,"Male","training_receiver_self",3,0.15,462816,"I accepted everything that was $1 or more.  I would lose the bonus if I didn't do that.","Question not asked","Question not asked"
"188","id0191",52,"f","control",0,0,359373,"if it was balanced too far in the other person/ ai's side, I rejected it","Question not asked","Question not asked"
"189","id0192",39,"female","control",6,0.3,251490,"no","Question not asked","Question not asked"
"190","id0193",34,"f","training_receiver_self",0,0,460662,"wasnt accepting anything under $4","Question not asked","Question not asked"
"191","id0194",44,"Female","control",5,0.25,338040,"I decided what I wanted or I decided what was fair for both of us.","Question not asked","Question not asked"
"192","id0195",35,"Female","training_receiver_self",6,0.3,793677,"None.","Question not asked","Question not asked"
"193","id0196",39,"male","control",0,0,302287,"i was not taking anything less than a 60/40 split","Question not asked","Question not asked"
"194","id0197",30,"cis woman","control",5,0.25,322220,"Always accept unless they offered me $0. Some money > no money. And if I get no money, then they get no money either.","Question not asked","Question not asked"
"195","id0198",28,"cisgender woman","training_receiver_self",6,0.3,383655,"i accepted ai offers ","Question not asked","Question not asked"
"196","id0199",30,"Female","control",6,0.3,375813,"More or less I accepted any offer over $2 despite it being AI or a participant","Question not asked","Question not asked"
"197","id0200",22,"Female","control",0,0,302373,"Wanted to be fair splitting the money","Question not asked","Question not asked"
"198","id0201",50,"female","control",3,0.15,373934,"Just mostly accepted any offer as the chance at something is better than nothing ","Question not asked","Question not asked"
"199","id0202",36,"Female","training_receiver_self",5,0.25,458238,"I decided to accept every offer, so that both my opponent and I would make some money, even if the offers weren't fair.","Question not asked","Question not asked"
"200","id0203",41,"male","control",0,0,741304,"I wanted to make sure i get a good deal if i was getting more than the other person i would accept, also i would ming geting less than the other person but not extremely less within a dollar or two.","Question not asked","Question not asked"
"201","id0204",29,"male","control",1,0.05,272849,"no","Question not asked","Question not asked"
"202","id0205",50,"male","training_receiver_self",5,0.25,774604," i made sure to choose the right option","Question not asked","Question not asked"
"203","id0206",36,"Male","control",4,0.2,327245,"Anything less than $3 was rejected.","Question not asked","Question not asked"
"204","id0207",49,"Female","training_receiver_self",0,0,591315,"I focused on fairness","Question not asked","Question not asked"
"205","id0208",32,"Female","training_receiver_self",4,0.2,451026,"Never accept offer with anything over a two dollar difference between them.","Question not asked","Question not asked"
"206","id0209",46,"Male","control",1,0.05,856698,"My choices were always between getting some money or getting none. There is no strategy to employ in this experiment.","Question not asked","Question not asked"
"207","id0210",45,"Female","control",3,0.15,554121,"I felt that I would accept them all since something was better than nothing, $0 if I rejected the offer.","Question not asked","Question not asked"
"208","id0211",22,"Male","control",0,0,537667,"No","Question not asked","Question not asked"
"209","id0212",43,"Female","training_receiver_self",3,0.15,849637,"Always choose to agree","Question not asked","Question not asked"
"210","id0213",50,"female","control",0,0,293356,"I had a set amount that I would accept for every offer.","Question not asked","Question not asked"
"211","id0214",47,"Male","control",0,0,614051,"My strategy was either to get equal amount or more","Question not asked","Question not asked"
"212","id0215",37,"Male","training_receiver_self",5,0.25,670981,"My strategy was to accept offers that seemed fair and reject those that were too one-sided.","Question not asked","Question not asked"
"213","id0216",40,"female","training_receiver_self",0,0,808445,"no","Question not asked","Question not asked"
"214","id0217",46,"male","control",5,0.25,1258693,"No strategy, i just don't want to loose out by earning 0 when i reject","Question not asked","Question not asked"
"215","id0218",26,"trans woman","training_receiver_self",4,0.2,476537,"I tried to choose ones that are fair for both of us","Question not asked","Question not asked"
"216","id0219",42,"female","control",0,0,405563,"others user i accepted so we could both get money, AI just depended on how it was divided","Question not asked","Question not asked"
"217","id0220",21,"Male","training_receiver_self",5,0.25,416817,"I wouldn't accept anything less than 40% of the money. Anything less than that seemed too unfair.","Question not asked","Question not asked"
"218","id0221",38,"female","training_receiver_self",0,0,405527,"it had to be within 15 percent of being a 50/50 split.","Question not asked","Question not asked"
"219","id0222",28,"female","control",4,0.2,364367,"if it was more than $2 difference I rejected","Question not asked","Question not asked"
